empresa,bem,quantidade,parlamentar,valor_unit,estado,municipio,beneficiario,entrega_realizada_pelo_fornecedor,pagamento,doacao,status_doacao,entrega_fisica,data_entrega,area,intervencao,quant_doada,item,latitude,longitude,evento_realizado
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Itaueira,PREFEITURA MUNICIPAL DE ITAUEIRA,Sim,Pago,Sim,Termo de Doacao,Sim,2024-07-26,Apicultura ,Maquinas e equipamentos,200,1,-7.59989,-43.0249,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Jose de Freitas,IFPI - CAMPUS DE JOSE DE FREITAS,Sim,Pago,Sim,Termo de Doacao,Sim,2024-05-17,Apicultura ,Maquinas e equipamentos,30,1,-4.751458,-42.574586,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Lagoa de Sao Francisco,PREFEITURA MUNICIPAL DE LAGOA DE SAO FRANCISCO,Sim,Pago,Sim,Termo de Doacao,Sim,2024-03-20,Apicultura ,Maquinas e equipamentos,300,1,-4.385052999999999,-41.59688299999999,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Manoel Emidio,ASSOCIACAO DOS PRODUTORES RURAIS E AGRICULTORES FAMILIARES DO VALE DO GURGUEIA DA REGIAO DO SUL DO ESTADO DO PIAUI,Sim,Pago,Sim,Termo de Doacao,Sim,2024-04-09,Apicultura ,Maquinas e equipamentos,100,1,-8.012339999999998,-43.87549,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Oeiras,ASSOCIACAO DOS CRIADORES DO MEDIO CANINDE,Sim,Pago,Sim,Termo de Doacao,Sim,2024-10-21,Apicultura ,Maquinas e equipamentos,200,1,-7.019152999999999,-42.128298,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Paes Landim,ASSOCIACAO DE PRO-DESENVOLVIMENTO DO MUNICIPIO DE PAES LANDIM (APRODEMP),Sim,Pago,Sim,Termo de Doacao,Sim,2024-05-15,Apicultura ,Maquinas e equipamentos,200,1,-7.773745,-42.247444,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Pio IX,ASSOCIACAO AGROPECUARIA DE PRODUTORES DE ANACLETO E REGIAO ,Sim,Pago,Sim,Termo de Doacao,Sim,2024-04-05,Apicultura ,Maquinas e equipamentos,100,1,-6.830017,-40.608301,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Ribeira do Piaui,ASSOCIACAO DESENVOLVIMENTO COMO LIBERDADE ,Sim,Pago,Sim,Termo de Doacao,Sim,2024-03-06,Apicultura ,Maquinas e equipamentos,300,1,-7.690277999999998,-42.712778,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Sao Braz do Piaui,ASSOCIACAO DOS PEQUENOS PRODUTORES DE LEITE DE SAO BRAZ DO PIAUI,Sim,Pago,Sim,Termo de Doacao,Sim,2024-08-15,Apicultura ,Maquinas e equipamentos,100,1,-9.057966999999996,-43.007646,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Sao Raimundo Nonato,ASSOCIACAO DOS PRODUTORES RURAIS DA LOCALIDADE BAIXA DA SERRA BRANCA ,Sim,Pago,Sim,Termo de Doacao,Sim,2024-04-10,Apicultura ,Maquinas e equipamentos,200,1,-9.012411999999998,-42.69865899999999,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Sao Raimundo Nonato,ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DOS PEQUENOS PRODUTORES RURAIS DO BAIXAO DO SITIO,Sim,Pago,Sim,Termo de Doacao,Sim,2024-09-02,Apicultura ,Maquinas e equipamentos,200,1,-9.012411999999998,-42.69865899999999,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Sao Raimundo Nonato,ASSOCIACAO PRODUTORES RURAIS DA LOCALIDADE ESTACAO SERRA VERMELHA GERAIS,Sim,Pago,Sim,Termo de Doacao,Sim,2024-04-08,Apicultura ,Maquinas e equipamentos,200,1,-9.012411999999998,-42.69865899999999,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Sao Raimundo Nonato,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DAS LOCALIDADES PE DO MORRO E VISTOSA,Sim,Pago,Sim,Termo de Doacao,Sim,2024-02-28,Apicultura ,Maquinas e equipamentos,200,1,-9.012411999999998,-42.69865899999999,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Sao Raimundo Nonato,ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DOS PEQUENOS PRODUTORES RURAIS DO BAIXAO DO SITIO,Sim,Pago,Sim,Termo de Doacao,Sim,2024-03-22,Apicultura ,Maquinas e equipamentos,200,1,-9.012411999999998,-42.69865899999999,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Simplicio Mendes,ASSOCIACAO DE APICULTORES DA MICRO REGIAO DE S MENDES,Sim,Pago,Sim,Termo de Doacao,Sim,2024-03-20,Apicultura ,Maquinas e equipamentos,250,1,-7.852943999999998,-41.907533,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Simplicio Mendes,ASSOCIACAO DE PEQUENOS PRODUTORES DA COMUNIDADE BETANIA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-03-14,Apicultura ,Maquinas e equipamentos,250,1,-7.852943999999998,-41.907533,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Simplicio Mendes,ASSOCIACAO DE PEQUENOS PRODUTORES RURAIS DA COMUNIDADE BOA ESPERANCA,Sim,Pago,Sim,Termo de Doacao,Sim,2024-03-14,Apicultura ,Maquinas e equipamentos,100,1,-7.852943999999998,-41.907533,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Simplicio Mendes,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DO ASSENTAMENTO BOM SUCESSO,Sim,Pago,Sim,Termo de Doacao,Sim,2024-03-14,Apicultura ,Maquinas e equipamentos,100,1,-7.852943999999998,-41.907533,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Simplicio Mendes,ASSOCIACAO DE PEQUENOS PRODUTORES DA COMUNIDADE SOBRADINHO,Sim,Pago,Sim,Termo de Doacao,Sim,2024-03-11,Apicultura ,Maquinas e equipamentos,100,1,-7.852943999999998,-41.907533,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Varzea Branca,PREFEITURA MUNICIPAL DE VARZEA BRANCA,Sim,Pago,Sim,Termo de Doacao,Sim,2024-10-25,Apicultura ,Maquinas e equipamentos,300,1,-9.238003,-42.96922099999999,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Bonfim do Piaui,ASSOCIACAO DOS APICULTORES DE BONFIM DO PIAUI - AABP,Sim,Pago,Sim,Termo de Doacao,Sim,2024-03-18,Apicultura ,Maquinas e equipamentos,100,1,-9.180930999999998,-42.883466,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Floresta do Piaui,PREFEITURA MUNICIPAL DE FLORESTA DO PIAUI,Sim,Pago,Sim,Termo de Doacao,Sim,2024-02-02,Apicultura ,Maquinas e equipamentos,200,1,-7.466820999999999,-41.78832799999999,Sim
WEEMAC MAQUINAS E EQUIPAMENTOS LTDA,Aerador chafariz 1 CV,25,JADYEL ALENCAR,1980.04,PI,Teresina,SUPERINTENDENCIA FEDERAL DE PESCA E AQUICULTURA - SFPA-PI,Sim,Pago,Sim,Termo de Doacao,Sim,2025-07-17,Aquicultura e pesca,Maquinas e equipamentos,1,1,-5.090657,-42.800133,Sim
TCN COMERCIO E CONSTRUCAO ,Embarcacao de 6m e motor de popa 2T 15HP,25,JADYEL ALENCAR,17000,PI,Teresina,SUPERINTENDENCIA FEDERAL DE PESCA E AQUICULTURA - SFPA-PI,Sim,Pago,Sim,Termo de Doacao,Sim,2025-07-17,Aquicultura e pesca,Maquinas e equipamentos,1,1,-5.090657,-42.800133,Sim
J.L.R ARAUJO COMERCIO E SERVICOS LTDA,"Motor de rabeta 4 tempos, 6,5 a 7 cv",480,JADYEL ALENCAR,569,PI,Teresina,SUPERINTENDENCIA FEDERAL DE PESCA E AQUICULTURA - SFPA-PI,Sim,Pago Parcialmente,Sim,Termo de Doacao,Sim,2025-07-17,Aquicultura e pesca,Maquinas e equipamentos,100,1,-5.090657,-42.800133,Sim
THRUONE LTDA,Tanque-rede (2x2),200,JADYEL ALENCAR,2599,PI,Teresina,SUPERINTENDENCIA FEDERAL DE PESCA E AQUICULTURA - SFPA-PI,Sim,Pago,Sim,Termo de Doacao,Sim,2025-07-17,Aquicultura e pesca,Maquinas e equipamentos,10,24,-5.090657,-42.800133,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Campinas do Piaui,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE CASTELO E BOA VISTA,Sim,Pago,Sim,Termo de Doacao,Sim,2024-02-08,Apicultura ,Maquinas e equipamentos,150,1,-7.659299,-41.877487,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,FLORENTINO NETO,390,PI,Santa Cruz do Piaui,PREFEITURA MUNICIPAL DE SANTA CRUZ DO PIAUI,Sim,Pago,Sim,Termo de Doacao,Sim,2025-08-01,Apicultura ,Maquinas e equipamentos,240,1,-7.178499,-41.760932,Sim
J.L.R ARAUJO COMERCIO E SERVICOS LTDA,"Motor de rabeta 4 tempos, 6,5 a 7 cv",480,CASTRO NETO,569,PI,Teresina,COLONIA DE PESCADORES Z 08,Sim,Pago Parcialmente,Sim,Termo de Doacao,Sim,2025-07-03,Aquicultura e pesca,Maquinas e equipamentos,8,1,-5.090657,-42.800133,Sim
J.L.R ARAUJO COMERCIO E SERVICOS LTDA,"Motor de rabeta 4 tempos, 6,5 a 7 cv",480,CASTRO NETO,569,PI,Caxingo,PREFEITURA MUNICIPAL DE CAXINGO,Sim,Pago Parcialmente,Sim,Termo de Doacao,Sim,2025-07-31,Aquicultura e pesca,Maquinas e equipamentos,20,1,-3.4190439999999995,-41.895476,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,JULIO ARCOVERDE,390,PI,Paqueta,PREFEITURA MUNICIPAL DE PAQUETA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-08-15,Apicultura ,Maquinas e equipamentos,30,1,-7.103031,-41.700031,Sim
THRUONE LTDA,Tanque-rede (2x2),200,FLAVIO NOGUEIRA,2599,PI,Nossa Senhora de Nazare,ASSOCIACAO DOS MORADORES DA LOCALIDADE OITICICA,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Aquicultura e pesca,Maquinas e equipamentos,2,24,-4.630188,-42.17295399999999,Nao
GERACAO COMERCIO E SERVICOS LTDA,Centrifuga Eletrica para Extracao de Mel 50/65 Quadros,7,FLAVIO NOGUEIRA,9000,PI,Pimenteiras,FUNDACAO MARIA DO SOCORRO MARREIROS,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-21,Apicultura ,Maquinas e equipamentos,2,3,-6.238391,-41.411273,Sim
GERACAO COMERCIO E SERVICOS LTDA,Tanque Decantador 400 lts / 560 Kg,40,FLAVIO NOGUEIRA,3675,PI,Pimenteiras,FUNDACAO MARIA DO SOCORRO MARREIROS,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-21,Apicultura ,Maquinas e equipamentos,1,7,-6.238391,-41.411273,Sim
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Mesa Desoperculadora de Favos 60 Quadros Manual,20,FLAVIO NOGUEIRA,3723.75,PI,Pimenteiras,FUNDACAO MARIA DO SOCORRO MARREIROS,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-21,Apicultura ,Maquinas e equipamentos,1,5,-6.238391,-41.411273,Sim
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Bandeja para receber Melgueira,14,FLAVIO NOGUEIRA,259.38,PI,Pimenteiras,FUNDACAO MARIA DO SOCORRO MARREIROS,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-21,Apicultura ,Maquinas e equipamentos,1,9,-6.238391,-41.411273,Sim
W & L  EMPREENDIMENTOS COMERCIO E LICITACOES LTDA,Macacao em tecido brim Conjugado para Apicultor,500,FLAVIO NOGUEIRA,174.09,PI,Pimenteiras,FUNDACAO MARIA DO SOCORRO MARREIROS,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-21,Apicultura ,Maquinas e equipamentos,29,11,-6.238391,-41.411273,Sim
C M C DO  BRASIL LTDA,Fumigador Apicola,250,FLAVIO NOGUEIRA,169,PI,Pimenteiras,FUNDACAO MARIA DO SOCORRO MARREIROS,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-21,Apicultura ,Maquinas e equipamentos,14,10,-6.238391,-41.411273,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,FLAVIO NOGUEIRA,390,PI,Pimenteiras,FUNDACAO MARIA DO SOCORRO MARREIROS,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-21,Apicultura ,Maquinas e equipamentos,557,1,-6.238391,-41.411273,Sim
J.L.R ARAUJO COMERCIO E SERVICOS LTDA,"Motor de rabeta 4 tempos, 6,5 a 7 cv",480,CASTRO NETO,569,PI,Teresina,ASSOCIACAO DOS VAZANTEIROS E HORTICULTORES DO RECANTO DO POTY,Sim,Pago Parcialmente,Sim,Termo de Doacao,Sim,2025-06-27,Aquicultura e pesca,Maquinas e equipamentos,2,1,-5.090657,-42.800133,Sim
A RODRIGUES COM E SERVICOS LTDA,"Motor de rabeta 4 tempos, 6,5 a 7 cv",175,CASTRO NETO,589,PI,Urucui,PREFEITURA MUNICIPAL DE URUCUI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-07-18,Aquicultura e pesca,Maquinas e equipamentos,9,2,-7.239438999999998,-44.557683,Sim
J.L.R ARAUJO COMERCIO E SERVICOS LTDA,"Motor de rabeta 4 tempos, 6,5 a 7 cv",480,CASTRO NETO,569,PI,Urucui,PREFEITURA MUNICIPAL DE URUCUI,Sim,Pago Parcialmente,Sim,Termo de Cessao,Sim,2025-07-18,Aquicultura e pesca,Maquinas e equipamentos,21,1,-7.239438999999998,-44.557683,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Campinas do Piaui,ASSOCIACAO DE APICULTORES DA LOCALIDADE PEQUINS,Sim,Pago,Sim,Termo de Doacao,Sim,2024-02-08,Apicultura ,Maquinas e equipamentos,150,1,-7.659299,-41.877487,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Parnaiba,ASSOCIACAO APICOLA SOLO LITORANEA - APISOL,Sim,Pago,Sim,Termo de Doacao,Sim,2024-03-26,Apicultura ,Maquinas e equipamentos,100,1,-2.905847,-41.77538799999999,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,8000,nao informado,370,PI,Dirceu Arcoverde,ASSOCIACAO DOS MORADORES DO POVOADO LAGOINHA,Sim,Pago,Sim,Termo de Doacao,Sim,2024-01-17,Apicultura ,Maquinas e equipamentos,90,1,-9.339385999999998,-42.434792,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,2000,nao informado,370,PI,Dirceu Arcoverde,ASSOCIACAO DOS MORADORES DO POVOADO LAGOINHA,Sim,Pago,Sim,Termo de Doacao,Sim,2024-12-17,Apicultura ,Maquinas e equipamentos,110,2,-9.339385999999998,-42.434792,Sim
WEEMAC MAQUINAS E EQUIPAMENTOS LTDA,Aerador chafariz 1 CV,25,MARCOS AURELIO,1980.04,PI,Parnaiba,ASSOCIACAO CIVIL DOS AMIGOS DA PESCA - PICEMA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-07-30,Aquicultura e pesca,Maquinas e equipamentos,1,1,-2.905847,-41.77538799999999,Sim
MGS BRASIL DISTRIBUIDORA LTDA,Bolsao de 5 mm de malha ,20,MARCOS AURELIO,447.75,PI,Parnaiba,ASSOCIACAO CIVIL DOS AMIGOS DA PESCA - PICEMA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-07-30,Aquicultura e pesca,Maquinas e equipamentos,2,9,-2.905847,-41.77538799999999,Sim
THRUONE LTDA,Tanque-rede (2x2),200,MARCOS AURELIO,2599,PI,Parnaiba,ASSOCIACAO CIVIL DOS AMIGOS DA PESCA - PICEMA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-08-15,Aquicultura e pesca,Maquinas e equipamentos,11,24,-2.905847,-41.77538799999999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,JULIO ARCOVERDE,390,PI,Boqueirao do Piaui,"ASSOCIACAO DOS PRODUTORES FAMILIARES DAS LOCALIDADES MATO GRANDE, VARJOTA, ZONA RURAL E REGIAO DO MUNICIPIO DE BOQUEIRAO DO PIAUI - PI",Sim,Pago,Sim,Termo de Doacao,Sim,2025-08-12,Apicultura ,Maquinas e equipamentos,30,1,-4.481805999999999,-42.12123199999999,Sim
W & L  EMPREENDIMENTOS COMERCIO E LICITACOES LTDA,Macacao em tecido brim Conjugado para Apicultor,500,JULIO ARCOVERDE,174.09,PI,Monsenhor Hipolito,PREFEITURA MUNICIPAL DE MONSENHOR HIPOLITO,Sim,Pago,Sim,Termo de Doacao,Sim,2025-11-05,Apicultura ,Maquinas e equipamentos,10,11,-6.992754,-41.026003,Sim
THRUONE LTDA,Tanque-rede (2x2),200,CIRO NOGUEIRA,2599,PI,Buriti dos Lopes,PREFEITURA MUNICIPAL DE BURITI DOS LOPES,Sim,Pago,Sim,Termo de Doacao,Nao,item nao doado,Aquicultura e pesca,Maquinas e equipamentos,11,24,-3.182592,-41.86948099999999,Nao
THRUONE LTDA,Tanque-rede (2x2),200,JULIO ARCOVERDE,2599,PI,Buriti dos Lopes,PREFEITURA MUNICIPAL DE BURITI DOS LOPES,Sim,Pago,Sim,Termo de Doacao,Nao,item nao doado,Aquicultura e pesca,Maquinas e equipamentos,11,24,-3.182592,-41.86948099999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,JULIO ARCOVERDE,390,PI,Queimada Nova,PREFEITURA MUNICIPAL DE QUEIMADA NOVA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-15,Apicultura ,Maquinas e equipamentos,100,1,-8.570636999999996,-41.410614,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,JULIO ARCOVERDE,390,PI,Redencao do Gurgueia,ASSOCIACAO COMUNITARIA RURAL DA COMUNIDADE PEDRINHAS,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,120,1,-9.479367999999997,-44.58114499999999,Nao
W & L  EMPREENDIMENTOS COMERCIO E LICITACOES LTDA,Macacao em tecido brim Conjugado para Apicultor,500,JULIO ARCOVERDE,174.09,PI,Redencao do Gurgueia,ASSOCIACAO COMUNITARIA RURAL DA COMUNIDADE PEDRINHAS,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,9,11,-9.479367999999997,-44.58114499999999,Nao
C M C DO  BRASIL LTDA,Fumigador Apicola,250,JULIO ARCOVERDE,169,PI,Redencao do Gurgueia,ASSOCIACAO COMUNITARIA RURAL DA COMUNIDADE PEDRINHAS,Sim,Pago,Sim,Termo de Cessao,Sim,2025-08-15,Apicultura ,Maquinas e equipamentos,4,10,-9.479367999999997,-44.58114499999999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,JULIO ARCOVERDE,390,PI,Caridade do Piaui,PREFEITURA MUNICIPAL DE CARIDADE DO PIAUI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,60,1,-7.734349,-40.984763,Nao
TCN COMERCIO E CONSTRUCAO ,Embarcacao de 6m e motor de popa 2T 15HP,25,JULIO ARCOVERDE,17000,PI,Redencao do Gurgueia,ASSOCIACAO COMUNITARIA RURAL DA COMUNIDADE PEDRINHAS,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Aquicultura e pesca,Maquinas e equipamentos,1,1,-9.479367999999997,-44.58114499999999,Nao
COMBRAS COMERCIAL DE MATERIAL PERMANENTE E DE CONSUMO LTDA,Tanque-rede (2x2),159,JULIO ARCOVERDE,1990,PI,Buriti dos Lopes,PREFEITURA MUNICIPAL DE BURITI DOS LOPES,Sim,Pago,Sim,Termo de Doacao,Nao,item nao doado,Aquicultura e pesca,Maquinas e equipamentos,15,23,-3.182592,-41.86948099999999,Sim
A RODRIGUES COM E SERVICOS LTDA,"Motor de rabeta 4 tempos, 6,5 a 7 cv",175,JULIO CESAR,589,PI,Conceicao do Caninde,PREFEITURA MUNICIPAL DE CONCEICAO DO CANINDE,Sim,Pago,Sim,Termo de Doacao,Sim,2025-07-31,Aquicultura e pesca,Maquinas e equipamentos,10,2,-7.876378,-41.59419299999999,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,2000,nao informado,370,PI,Simplicio Mendes,ASSOCIACAO DE PEQUENOS PRODUTORES DA COMUNIDADE SOBRADINHO,Sim,Pago,Sim,Termo de Doacao,Sim,2024-03-14,Apicultura ,Maquinas e equipamentos,100,2,-7.852943999999998,-41.907533,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,2000,nao informado,370,PI,Teresina,COOPERATIVA DOS PRODUTORES DE CAJUINA DO PIAUI LTDA,Sim,Pago,Sim,Termo de Doacao,Sim,2024-12-18,Apicultura ,Maquinas e equipamentos,50,2,-5.090657,-42.800133,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,2000,nao informado,370,PI,Belem do Piaui,PREFEITURA MUNICIPAL DE BELEM DO PIAUI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,300,2,-7.366524,-40.968786,Nao
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,2000,nao informado,370,PI,Eliseu Martins,COOPERATIVA DA AGRICULTURA FAMILIAR FLOR DO GURGUEIA,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,100,2,-8.096286,-43.670481,Nao
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,2000,nao informado,370,PI,Pio IX,ASSOCIACAO DE PROMOCAO E PROTECAO DE DIREITOS ADAUTO JUNIOR,Sim,Pago,Sim,Termo de Doacao,Sim,2024-11-26,Apicultura ,Maquinas e equipamentos,300,2,-6.830017,-40.608301,Sim
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,2000,nao informado,370,PI,Sigefredo Pacheco,ASSOCIACAO ANTONIA DORA,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,200,2,-4.916646999999999,-41.731123,Nao
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,2000,nao informado,370,PI,Belem do Piaui,PREFEITURA MUNICIPAL DE BELEM DO PIAUI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,200,2,-7.366524,-40.968786,Nao
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,2000,nao informado,370,PI,Pio IX,ASSOCIACAO AGROPECUARIA DE PRODUTORES DE ANACLETO E REGIAO ,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,100,2,-6.830017,-40.608301,Nao
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,2000,nao informado,370,PI,Pio IX,ASSOCIACAO DO DESENVOLVIMENTO COMUNITARIO SERRA DO BOI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,40,2,-6.830017,-40.608301,Nao
FRANCISCO ALEKSANDRO LIMA PINHEIRO - ME,Colmeia padrao internacional Langstroth,2000,nao informado,370,PI,Oeiras,ASSOCIACAO DOS CRIADORES DO MEDIO CANINDE,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,100,2,-7.019152999999999,-42.128298,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Francisco Macedo,PREFEITURA MUNICIPAL DE FRANCISCO MACEDO,Sim,Pago,Sim,Termo de Doacao,Sim,2025-09-03,Apicultura ,Maquinas e equipamentos,150,1,-7.317881999999998,-40.76359599999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,nao informado,390,PI,Pio IX,ASSOCIACAO DO DESENVOLVIMENTO COMUNITARIO SERRA DO BOI,Sim,Pago,Sim,Termo de Cessao,Sim,2024-05-13,Apicultura ,Maquinas e equipamentos,300,1,-6.830017,-40.608301,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,nao informado,390,PI,Pio IX,ASSOCIACAO DE PROMOCAO E PROTECAO DE DIREITOS ADAUTO JUNIOR,Sim,Pago,Sim,Termo de Cessao,Sim,data nao informada,Apicultura ,Maquinas e equipamentos,300,1,-6.830017,-40.608301,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,nao informado,390,PI,Oeiras,ASSOCIACAO DOS CRIADORES DO MEDIO CANINDE,Sim,Pago,Sim,Termo de Cessao,Sim,2024-05-21,Apicultura ,Maquinas e equipamentos,100,1,-7.019152999999999,-42.128298,Sim
